"LatLon","LATITUDE","LONGITUDE","SBU.4.LTR","County","Stream.Name..NHD.if.available.otherwise.WI.","Concerns.from.Participants","PWL_ID","WIN","HUC_8","Classification","More.recently.used.Coordinates..changed.because.within.500..of.previous.site."
"42.3357,-73.4322",42.3357,-73.4322,"","Columbia","Minor Tribs to Mass","","1601-0033","Mass 5a thru 7a",1100005,"C(TS)",""
"42.3372,-76.7872",42.3372,-76.7872,NA,NA,"Catlin Mill Creek",NA,NA,NA,NA,NA,NA
"42.3374,-76.8377",42.3374,-76.8377,"","Schuyler","Seneca Lake Inlet and minor tribs","","0705-0078","Ont  66-12-P369- 59",4140201,"C(TS)",""
"42.3379,-74.4510",42.3379,-74.451,NA,NA,"Bearkilll",NA,NA,NA,NA,NA,NA
"42.3396,-73.6267",42.3396,-73.6267,"","Columbia","Kline Kill","","1310-0028","H-204- 2- 9",2020006,"C(TS)",""
"42.3397,-74.0784",42.3397,-74.0784,"BOWR01","Greene","Bowery Creek","","1309-0011","H-193",2020006,"C(TS)",""
"42.3451,-75.0538",42.3451,-75.0538,NA,NA,"Treadwell Creek",NA,NA,NA,NA,NA,NA
"42.3513,-75.9684",42.3513,-75.9684,NA,NA,"Page Brook",NA,NA,NA,NA,NA,NA
"42.355,-77.9198",42.355,-77.9198,"WBLCE00B","Allegany","Black Creek","","0403-0067","Ont 117-155- 9",4130002,"C",""
"42.3676,-75.1270",42.3676,-75.127,NA,NA,"Ouleout Creek",NA,NA,NA,NA,NA,NA
"42.3684,-73.6032",42.3684,-73.6032,"STON05A","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.3685,-76.7183",42.3685,-76.7183,NA,NA,"Small trib to Cayuta Lake",NA,NA,NA,NA,NA,NA
"42.3687,-76.9012",42.3687,-76.9012,"","","Glen Creek","","","",NA,"",""
"42.3689,-73.7179",42.3689,-73.7179,"","Columbia","Kinderhook Creek","","1310-0021","H-204- 2",2020006,"C",""
"42.369,-78.14",42.369,-78.14,"CRAW0.4","Allegany","Crawford Creek","","0403-0062","Ont 117-140",4130002,"C",""
"42.3707,-73.6079",42.3707,-73.6079,"","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.3716,-73.5923",42.3716,-73.5923,"","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.3729,-73.6565",42.3729,-73.6565,"","Columbia","Kinderhook Creek, Lower, and minor tribs","","1310-0021","H-204- 2",2020006,"C",""
"42.375,-76.8731",42.375,-76.8731,"","","Glen Creek","","","",NA,"",""
"42.3774,-73.4292",42.3774,-73.4292,"","Columbia","Flat Brook","","1601-0034","Mass 8",1100005,"C(TS)",""
"42.3896,-73.5511",42.3896,-73.5511,"WSTON7.1","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.3902,-75.0744",42.3902,-75.0744,NA,NA,"Ouleout Creek",NA,NA,NA,NA,NA,NA
"42.3981,-76.5467",42.3981,-76.5467,"","","Enfield Creek","","","",NA,"",""
"42.4079,-73.6804",42.4079,-73.6804,"","Columbia","Kinderhook Creek","","1310-0021","H-204- 2",2020006,"C",""
"42.4089,-74.4608",42.4089,-74.4608,"","Schoharie","Schoharie Creek","","1202-0040","H-240- 82- 64 thru 109",2020005,"C",""
"42.4095,-73.522",42.4095,-73.522,"STON01","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.412,-73.4489",42.412,-73.4489,"","Columbia","Stony Kill","","1310-0031","H-204- 2-10",2020006,"C(TS)",""
"42.4125,-73.6808",42.4125,-73.6808,"","Columbia","Kinderhook Creek","","1310-0021","H-204- 2",2020006,"C",""
"42.4141,-76.5303",42.4141,-76.5303,"","Tompkins","Cayuga Inlet","","0705-0059","Ont  66-12-P296- 75",4140201,"C(T)",""
"42.4194,-76.8493",42.4194,-76.8493,NA,NA,"Hector Falls Creel and Tribs",NA,NA,NA,NA,NA,NA
"42.4195,-76.4653",42.4195,-76.4653,"","","Six Mile Creek","","","",NA,"",""
"42.4228,-74.2177",42.4228,-74.2177,"WPOTH01","Albany","Catskill Creek, Upper, and minor tribs","","1309-0011","H-193",2020006,"C(T)",""
"42.4231,-76.5237",42.4231,-76.5237,"","Tompkins","Cayuga Inlet","","0705-0059","Ont  66-12-P296- 75",4140201,"C(T)",""
"42.4236,-76.2031",42.4236,-76.2031,"","","East Branch Owego Creek","","","",NA,"",""
"42.4275,-76.2245",42.4275,-76.2245,"","","Harford Creek","","","",NA,"",""
"42.4284,-77.431",42.4284,-77.431,"","","Ten Mile Creek","","","",NA,"",""
"42.4295,-74.4584",42.4295,-74.4584,"","Schoharie","Minor Tribs to Schoharie Creek","","1202-0040","H-240- 82- 64 thru 109",2020005,"C",""
"42.4313,-74.4673",42.4313,-74.4673,"","Schoharie","Mine Kill and tribs","","1202-0052","H-240- 82-106",2020005,"C",""
"42.432,-74.4628",42.432,-74.4628,"","Schoharie","Mine Kill","","1202-0052","H-240- 82-106",2020005,"C",""
"42.4331,-74.4573",42.4331,-74.4573,"","Schoharie","Mine Kill","","1202-0052","H-240- 82-106",2020005,"C",""
"42.4334,-77.4559",42.4334,-77.4559,"","","Neils Creek","","","",NA,"",""
"42.434,-77.4555",42.434,-77.4555,"","","Neil Creek and tribs","","","",NA,"",""
"42.4421,-76.0333",42.4421,-76.0333,"","Cortland","Hunts Creek","","0602-0054","SR- 44-14-38",2050102,"C",""
"42.4457,-74.9202",42.4457,-74.9202,NA,NA,"Kortright Creek",NA,NA,NA,NA,NA,NA
"42.447,-74.7586",42.447,-74.7586,"WMDDL00","Delaware","Middle Brook","","0601-0061","SR-183-19",2050101,"C(TS)",""
"42.4479,-76.502",42.4479,-76.502,"","Tompkins","Cascadilla Creek","","0705-0035","Ont  66-12-P296- 75- 3",4140201,"C",""
"42.4518,-75.0159",42.4518,-75.0159,NA,NA,"Charlotte Creek",NA,NA,NA,NA,NA,NA
"42.4628,-73.8478",42.4628,-73.8478,"","Albany","Hannacrois Creek","","1301-0020","H-212",2020006,"A(T)",""
"42.4644,-75.0546",42.4644,-75.0546,NA,NA,"Oneonta Creek",NA,NA,NA,NA,NA,NA
"42.4647,-73.7697",42.4647,-73.7697,"WSCHD01","Columbia","Minor Tribs to East of Hudson","","1301-0226","H-207 thru 218, EOH (selected)",2020006,"C",""
"42.465,-73.7922",42.465,-73.7922,"","","Hannacroix Creek","","","",NA,"",""
"42.4667,-75.0504",42.4667,-75.0504,NA,NA,"Oneonta Creek",NA,NA,NA,NA,NA,NA
"42.4683,-79.1808",42.4683,-79.1808,"","Chautauqua","Walnut Creek","","0105-0013","Ont 158..E-25- 1",4120101,"C(T)",""
"42.4685,-75.9114",42.4685,-75.9114,"","Cortland","Willet Creek","","0602-0161","SR- 44-14-27-14 thru 31",2050102,"C(T)",""
"42.4709,-73.8676",42.4709,-73.8676,"","","Hannacroix Creek","","","",NA,"",""
"42.4747,-73.6314",42.4747,-73.6314,"","Columbia","Valatie Kill","","1310-0003","H-204- 2- 7",2020006,"C(T)",""
"42.4764,-73.7932",42.4764,-73.7932,"","","Coeymans Creek","","","",NA,"",""
"42.4779,-73.794",42.4779,-73.794,"COEY0.3","Albany","Coeymans Creek","","1301-0095","H-214",2020006,"C(TS)",""
"42.4814,-74.0327",42.4814,-74.0327,"","","Basic Creek Uppers","","","",NA,"",""
"42.4822,-79.3055",42.4822,-79.3055,"","Chautauqua","Hyde Creek","","0105-0018","Ont 158..E-34",4120101,"C","42.4825,-79.305"
"42.485,-74.2677",42.485,-74.2677,"CATS39.0","Schoharie","Catskill Creek","","1309-0011","H-193",2020006,"C(TS)",""
"42.4903,-76.9143",42.4903,-76.9143,"","","Big Stream","","","",NA,"",""
"42.4945,-73.4474",42.4945,-73.4474,"","Columbia","Kinderhook Creek, Upper, and minor tribs","","1310-0022","H-204- 2",2020006,"C",""
"42.4947,-73.4473",42.4947,-73.4473,"","","Kinderhook Creek","","","",NA,"",""
"42.4953,-75.0454",42.4953,-75.0454,"","","Oneonta Creek","","","",NA,"",""
"42.4989,-74.0204",42.4989,-74.0204,"","","Basic Creek Uppers","","","",NA,"",""
"42.4996,-74.2923",42.4996,-74.2923,"GULK0.1","Schoharie","Catskill Creek, Upper, and minor tribs","","1309-0011","H-193",2020006,"C",""
"42.4997,-75.1850",42.4997,-75.185,NA,NA,"Otsdawa Creek",NA,NA,NA,NA,NA,NA
"42.5009,-74.031",42.5009,-74.031,"","","Basic Creek","","","",NA,"",""
"42.5042,-73.6177",42.5042,-73.6177,"","Rensselaer","Valatie Kill","","1310-0003","H-204- 2- 7",2020006,"C(T)",""
"42.5053,-73.7353",42.5053,-73.7353,"MUIT01","Rensselaer","Muitzes Kill","","1301-0236","H-215",2020006,"C(T)",""
"42.5056,-73.5064",42.5056,-73.5064,"","Rensselaer","Kinderhook Creek","","1310-0022","H-204- 2",2020006,"C(T)",""
"42.5082,-73.5087",42.5082,-73.5087,"KIND04","Rensselaer","Kinderhook Creek","","1310-0022","H-204- 2",2020006,"C(T)",""
"42.5096,-73.516",42.5096,-73.516,"","Rensselaer","Kinderhook Creek","","1310-0017","H-204- 2",2020006,"C(T)",""
"42.5122,-73.8083",42.5122,-73.8083,"","","Coeymans Creek","","","",NA,"",""
"42.5141,-74.2447",42.5141,-74.2447,"WLAKC01","Schoharie","Lake Creek","","1309-0011","H-193",2020006,"C(TS)",""
"42.5144,-73.6166",42.5144,-73.6166,"","Rensselaer","Valatie Kill","","1310-0003","H-204- 2- 7",2020006,"C(T)",""
"42.5145,-74.0475",42.5145,-74.0475,"BASC14.3","Albany","Basic Creek","","1309-0028","H-193-29",2020006,"A(TS)",""
"42.5161,-73.7553",42.5161,-73.7553,"MUIT03","Rensselaer","Muitzes Kill","","1301-0236","H-215",2020006,"C(T)",""
"42.5162,-73.7533",42.5162,-73.7533,"WMUIT04A","Rensselaer","Muitzes Kill","","1301-0236","H-215",2020006,"C(T)",""
"42.5181,-73.3721",42.5181,-73.3721,"","Rensselaer","Wyomanock Creek","","1310-0039","H-204- 2-25",2020006,"C(TS)",""
"42.5201,-73.6719",42.5201,-73.6719,"WVLOK5.8","Rensselaer","Vlockie Kill, Upper, and tribs","","1301-0241","H-218",2020006,"C(T)",""
"42.5221,-74.7032",42.5221,-74.7032,"WCHAR22.2","Schoharie","Charlotte Creek","","0601-0193","SR-183",2050101,"C(TS)",""
"42.5247,-76.4829",42.5247,-76.4829,"","Tompkins","Gulf Creek","","0705-0055","Ont  66-12-P296- 58 thru 73 (sel.)",4140201,"C",""
"42.5265,-73.4726",42.5265,-73.4726,"","Rensselaer","Black Brook","","1310-0022","H-204- 2",2020006,"C(TS)",""
"42.5292,-73.8195",42.5292,-73.8195,"COEY5.9","Albany","Coeymans Creek","","1301-0095","H-214",2020006,"C(TS)",""
"42.5297,-76.6352",42.5297,-76.6352,"","Tompkins","Taughannock Creek","","0705-0013","Ont  66-12-P296- 98",4140201,"B(T)",""
"42.5303,-75.8993",42.5303,-75.8993,"","","Brakel Creek","","","",NA,"",""
"42.5313,-73.4158",42.5313,-73.4158,"KIND02","Rensselaer","Kinderhook Creek","","1310-0022","H-204- 2",2020006,"C(TS)",""
"42.5359,-74.0771",42.5359,-74.0771,"","","Basic Creek","","","",NA,"",""
"42.5388,-73.8294",42.5388,-73.8294,"","","Coeymans Creek","","","",NA,"",""
"42.5395,-73.8302",42.5395,-73.8302,"COEY6.9","Albany","Onesquethaw Creek","","1301-0095","H-214",2020006,"C(TS)",""
"42.5401,-73.4033",42.5401,-73.4033,"","Rensselaer","Black River","","1310-0043","H-204- 2-36",2020006,"C(TS)",""
"42.5407,-76.6491",42.5407,-76.6491,"","","Taughannock Creek","","","",NA,"",""
"42.5408,-78.9825",42.5408,-78.9825,"","","clear creek","","","",NA,"",""
"42.5413,-73.8928",42.5413,-73.8928,"","Albany","Feuri Spruyt","","1301-0095","H-214",2020006,"C",""
"42.5413,-75.9043",42.5413,-75.9043,"","","Mead Brook","","","",NA,"",""
"42.5442,-74.4125",42.5442,-74.4125,"PANT0.5","Schoharie","Panther Creek","","1202-0048","H-240- 82- 95",2020005,"C(TS)",""
"42.5454,-74.8417",42.5454,-74.8417,NA,NA,"Elk Creek",NA,NA,NA,NA,NA,NA
"42.5462,-75.2359",42.5462,-75.2359,NA,NA,"Butternut Creek",NA,NA,NA,NA,NA,NA
"42.5489,-74.4068",42.5489,-74.4068,"SCHO13","Schoharie","Schoharie Creek","","1202-0024","H-240- 82 (portion 3)",2020005,"B",""
"42.5489,-75.2465",42.5489,-75.2465,NA,NA,"Butternut creek tributary",NA,NA,NA,NA,NA,NA
"42.5551,-75.8968",42.5551,-75.8968,"","Cortland","Mallory Brook","","0602-0162","SR- 44-14-27-33 thru 55",2050102,"C(T)",""
"42.5575,-73.6536",42.5575,-73.6536,"","Rensselaer","Moordener Kill","","1301-0243","H-219- 1",2020006,"C(TS)",""
"42.5575,-73.6578",42.5575,-73.6578,"MORD7.3","Rensselaer","Moordener Kill","","1301-0243","H-219- 1",2020006,"C(TS)",""
"42.5636,-73.6743",42.5636,-73.6743,"","Rensselaer","North Branch Moordener Kill and tribs","","1301-0244","H-219- 1- 4",2020006,"C",""
"42.5667,-75.8917",42.5667,-75.8917,"","","Pond Creek","","","",NA,"",""
"42.5692,-73.6769",42.5692,-73.6769,"MORD1.3","Rensselaer","North Branch Moordener Kill","","1301-0244","H-219- 1- 4",2020006,"C(T)",""
"42.5739,-73.7051",42.5739,-73.7051,"","","Moordener Kill","","","",NA,"",""
"42.5771,-78.8519",42.5771,-78.8519,"","Erie","North Branch Clear Creek","","0104-0056","Ont 158..E-23- 6-4",4120102,"A",""
"42.5775,-73.8137",42.5775,-73.8137,"","Albany","Dowers Kill","","1301-0239","H-217",2020006,"C",""
"42.5784,-73.8392",42.5784,-73.8392,"","","Vlomankill - Phillipinkill","","","",NA,"",""
"42.5791,-73.8393",42.5791,-73.8393,"","","Vlomankill - Phillipinkill","","","",NA,"",""
"42.5815,-73.7663",42.5815,-73.7663,"","Albany","Minor Tribs to West of Hudson","","1301-0238","H-216 thru 220, WOH (selected)",2020006,"C",""
"42.5843,-73.7403",42.5843,-73.7403,"WPAPSA","Rensselaer","Papscanee Creek and minor tribs","","1301-0242","H-219",2020006,"C(T)",""
"42.5845,-73.7478",42.5845,-73.7478,"WPAPS01","Rensselaer","Papscanee Creek","","1301-0242","H-219",2020006,"C",""
"42.5858,-76.1298",42.5858,-76.1298,"","","Trout Brook, Lower","","","",NA,"",""
"42.5885,-78.6824",42.5885,-78.6824,"","Erie","Eighteenmile Creek, Upper, and tribs","","0104-0039","Ont 158..E-13",4120103,"A",""
"42.5899,-74.7533",42.5899,-74.7533,"","","Decatur Creek","","","",NA,"",""
"42.5904,-73.6411",42.5904,-73.6411,"","Rensselaer","North Branch Moordener Kill and tribs","","1301-0244","H-219- 1- 4",2020006,"C(T)",""
"42.5924,-74.3481",42.5924,-74.3481,"LINE0.3","Schoharie","Line Creek","","1202-0045","H-240- 82- 87",2020005,"C(T)","42.5928,-74.3485"
"42.5943,-76.0948",42.5943,-76.0948,"","","Trout Brook","","","",NA,"",""
"42.5945,-73.664",42.5945,-73.664,"","Rensselaer","North Branch Moordener Kill","","1301-0244","H-219- 1- 4",2020006,"C(T)",""
"42.5967,-73.8563",42.5967,-73.8563,"","","Phillipinkill","","","",NA,"",""
"42.5978,-76.6303",42.5978,-76.6303,"","Tompkins","Minor Tribs to Cayuga Lake, Eastern","","0705-0051","Ont  66-12-P296-  1 thru 56 (sel.)",4140201,"C",""
"42.5984,-73.7817",42.5984,-73.7817,"","Albany","Island Creek and minor tribs","","1311-0020","H-221",2020006,"C",""
"42.5999,-76.1907",42.5999,-76.1907,NA,NA,"Otter Creek",NA,NA,NA,NA,NA,NA
"42.603,-79.1136",42.603,-79.1136,"","Erie","Minor Tribs to Lake Erie","","0104-0042","Ont 158..E-14 thru 22 (selected)",4120103,"B",""
"42.6045,-76.2152",42.6045,-76.2152,"","Cortland","Blue Creek","","0602-0062","SR- 44-14-60- 2",2050102,"C(T)",""
"42.6061,-76.1879",42.6061,-76.1879,"","Cortland","Dry Creek","","0602-0062","SR- 44-14-60- 2",2050102,"C",""
"42.6069,-73.7692",42.6069,-73.7692,"","Albany","Island Creek and minor tribs","","1311-0020","H-221",2020006,"C","42.6063,-73.7695"
"42.6077,-73.7693",42.6077,-73.7693,"","Albany","Island Creek and minor tribs","","1311-0020","H-221",2020006,"C",""
"42.6084,-73.7478",42.6084,-73.7478,"WPAPS00","Rensselaer","Papscanee Creek and minor tribs","","1301-0242","H-219",2020006,"C",""
"42.6097,-77.4038",42.6097,-77.4038,"","Ontario","Eelpot Creek","","0704-0002","Ont  66-12-52..P286-18- 2- 8",4140201,"C(TS)",""
"42.611,-73.8944",42.611,-73.8944,"","","Vlomankill Stream","","","",NA,"",""
"42.6119,-79.1097",42.6119,-79.1097,"","Erie","Minor Tribs to Lake Erie","","0104-0042","Ont 158..E-14 thru 22 (selected)",4120103,"B",""
"42.6124,-73.8970",42.6124,-73.897,NA,NA,"Vlomankill Stream",NA,NA,NA,NA,NA,NA
"42.613,-73.8979",42.613,-73.8979,"","","Vlomankill Stream","","","",NA,"",""
"42.6135,-73.8985",42.6135,-73.8985,NA,NA,"Vlomankill Stream",NA,NA,NA,NA,NA,NA
"42.6213,-73.5247",42.6213,-73.5247,"GLAS01","Rensselaer","Tribs to Burden Lake","","1301-0253","H-235-P386-",2020006,"C",""
"42.6250,-74.1291",42.625,-74.1291,NA,NA,"Coeymans Creek",NA,NA,NA,NA,NA,NA
"42.6253,-73.5645",42.6253,-73.5645,"BURD0.3","Rensselaer","Wynants Kill","","1301-0253","H-235-P386-",2020006,"C",""
"42.6255,-74.1298",42.6255,-74.1298,"","","Fox Creek","","","",NA,"",""
"42.6264,-75.8142",42.6264,-75.8142,NA,NA,"Glen Brook",NA,NA,NA,NA,NA,NA
"42.6281,-74.175",42.6281,-74.175,"WFOX08A","Albany","Fox Creek","","1202-0041","H-240- 82- 67",2020005,"C",""
"42.6298,-74.7406",42.6298,-74.7406,NA,NA,"Decatur Creek",NA,NA,NA,NA,NA,NA
"42.6299,-74.7405",42.6299,-74.7405,"","","Decatur Creek","","","",NA,"",""
"42.631,-73.5354",42.631,-73.5354,"HRSH01","Rensselaer","Wynants Kill","","1301-0253","H-235-P386-",2020006,"C(T)",""
"42.6319,-73.4136",42.6319,-73.4136,"","Rensselaer","Black River","","1310-0043","H-204- 2-36",2020006,"C",""
"42.6331,-78.3342",42.6331,-78.3342,"","Wyoming","Cattaraugus Cr, Upper, and tribs","","0104-0005","Ont 158..E-23 (portion 5)",4120102,"C(T)",""
"42.6343,-73.8014",42.6343,-73.8014,"NORM3.7","Albany","Normans Kill","","1311-0010","H-221- 4 (portion 1)",2020006,"B",""
"42.6345,-73.8",42.6345,-73.8,"NORM3.7","Albany","Normans Kill","","1311-0010","H-221- 4 (portion 1)",2020006,"B",""
"42.6345,-73.9990",42.6345,-73.999,NA,NA,"Normanskill",NA,NA,NA,NA,NA,NA
"42.6377,-73.5391",42.6377,-73.5391,"HRSH00","Rensselaer","Horse Heaven Brook","","1301-0253","H-235-P386-",2020006,"C",""
"42.6419,-73.612",42.6419,-73.612,"","Rensselaer","North Branch Moordener Kill","","1301-0244","H-219- 1- 4",2020006,"C",""
"42.6421,-76.4081",42.6421,-76.4081,NA,NA,"Owasco Inlet",NA,NA,NA,NA,NA,NA
"42.6436,-76.1893",42.6436,-76.1893,"","","Factory Brook","","","",NA,"",""
"42.6439,-76.1922",42.6439,-76.1922,"","","Factory Brook","","","",NA,"",""
"42.6461,-78.5473",42.6461,-78.5473,NA,NA,"East Branch Cazenovia Creek",NA,NA,NA,NA,NA,NA
"42.6489,-73.9366",42.6489,-73.9366,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"42.6491,-73.9564",42.6491,-73.9564,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"42.6494,-75.7867",42.6494,-75.7867,NA,NA,"Ashbell Brook",NA,NA,NA,NA,NA,NA
"42.6496,-73.5368",42.6496,-73.5368,"HRSHA","Rensselaer","Tribs to Burden Lake","","1301-0253","H-235-P386-",2020006,"C",""
"42.6505,-73.8444",42.6505,-73.8444,"","","Normanskill: Krumkill","","","",NA,"",""
"42.6506,-73.8449",42.6506,-73.8449,"KRUM03","Albany","Krum Kill","","1311-0010","H-221- 4 (portion 1)",2020006,"C(T)",""
"42.6514,-73.9263",42.6514,-73.9263,"VLY400","Albany","Vly Creek","","1311-0021","H-221- 4- 7",2020006,"C(TS)",""
"42.6518,-76.4240",42.6518,-76.424,NA,NA,"Owasco Inlet",NA,NA,NA,NA,NA,NA
"42.6530,-73.9236",42.653,-73.9236,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"42.6531,-73.9235",42.6531,-73.9235,NA,NA,"Vly Creek",NA,NA,NA,NA,NA,NA
"42.6583,-77.0343",42.6583,-77.0343,"","","Keuka Outlet","","","",NA,"",""
"42.6592,-73.828",42.6592,-73.828,"","","Krumkill","","","",NA,"",""
"42.6592,-73.997",42.6592,-73.997,"","Albany","Black Creek and tribs","","1311-0024","H-221- 4-P270- 1- 1",2020006,"C(T)",""
"42.6607,-74.2358",42.6607,-74.2358,"","Schoharie","Fox Creek","","1202-0008","H-240- 82- 67",2020005,"A",""
"42.6627,-74.9486",42.6627,-74.9486,"","Otsego","Susquehanna River","","0601-0041","SR (portion 9)",2050101,"B",""
"42.6658,-73.895",42.6658,-73.895,"","Albany","Vly Creek","","1311-0021","H-221- 4- 7",2020006,"C(T)",""
"42.666,-76.4362",42.666,-76.4362,"","Cayuga","Owasco Inlet, Lower, and minor tribs","","0706-0002","Ont  66-12-43-P212-28",4140201,"AA",""
"42.6683,-73.8275",42.6683,-73.8275,NA,NA,"Krumkill (within larger Normanskill watershed)",NA,NA,NA,NA,NA,NA
"42.6688,-78.1361",42.6688,-78.1361,"WCOTN01","Wyoming","Cotton Creek","","0402-0029","Ont 117- 25",4130003,"C(T)",""
"42.6689,-77.5918",42.6689,-77.5918,"SPGT0.4","Livingston","Springwater Creek and minor tribs","","0402-0070","Ont 117- 27-34-P44-7",4130003,"C(TS)",""
"42.6692,-74.9639",42.6692,-74.9639,"","Otsego","Oaks Creek","","0601-0047","SR-204",2050101,"C(T)",""
"42.6692,-77.1454",42.6692,-77.1454,"","Yates","Sugar Creek","","0705-0093","Ont  66-12-P369-115-P388-62",4140201,"C(TS)",""
"42.6707,-76.4346",42.6707,-76.4346,"","Cayuga","Owasco Inlet, Lower, and minor tribs","","0706-0002","Ont  66-12-43-P212-28",4140201,"C",""
"42.6719,-73.7578",42.6719,-73.7578,"","","Patroon Creek","","","",NA,"",""
"42.672,-73.828",42.672,-73.828,"KRUM00","Albany","Krum Kill","","1311-0010","H-221- 4 (portion 1)",2020006,"C(T)",""
"42.6727,-73.9826",42.6727,-73.9826,"","Albany","Black Creek","","1311-0024","H-221- 4-P270- 1- 1",2020006,"C",""
"42.6733,-73.6388",42.6733,-73.6388,NA,NA,"North Branch Moordener Kill",NA,NA,NA,NA,NA,NA
"42.6767,-73.8356",42.6767,-73.8356,"","","Unknown trib to Krumkill","","","",NA,"",""
"42.6784,-73.8372",42.6784,-73.8372,"","","Krumkill","","","",NA,"",""
"42.681,-78.111",42.681,-78.111,"","Wyoming","Oatka Creek","","0402-0058","Ont 117- 25-70",4130003,"C(T)",""
"42.6824,-73.9102",42.6824,-73.9102,NA,NA,"Hungerkill",NA,NA,NA,NA,NA,NA
"42.6832,-73.9087",42.6832,-73.9087,NA,NA,"Hungerkill",NA,NA,NA,NA,NA,NA
"42.686,-76.1694",42.686,-76.1694,"","","Cold Brook and tribs","","","",NA,"",""
"42.6868,-73.7432",42.6868,-73.7432,"","Albany","Minor Tribs to West of Hudson","","1301-0027","H-228a thru 237, WOH",2020006,"C",""
"42.6873,-78.9996",42.6873,-78.9996,"","Erie","Pike Creek","","0104-0044","Ont 158..E-15",4120103,"B",""
"42.6911,-78.0537",42.6911,-78.0537,"","Wyoming","Silver Lake Inlet/Tribs to Silver Lake","","0403-0044","Ont 117- 70-P115-",4130002,"C",""
"42.6916,-73.4659",42.6916,-73.4659,"","","Poestenkill","","","",NA,"",""
"42.6923,-73.7781",42.6923,-73.7781,NA,NA,"Sand Creek (within larger Patroon Creek watershed)",NA,NA,NA,NA,NA,NA
"42.6998,-73.939",42.6998,-73.939,"","","Normanskill","","","",NA,"",""
"42.7019,-73.9655",42.7019,-73.9655,NA,NA,"Black Creek",NA,NA,NA,NA,NA,NA
"42.702,-73.9658",42.702,-73.9658,"","","Black Creek","","","",NA,"",""
"42.7025,-74.3445",42.7025,-74.3445,"COBL 1.4","Schoharie","Cobleskill Creek","","1202-0019","H-240- 82- 63",2020005,"C",""
"42.7026,-76.1857",42.7026,-76.1857,"","","Cold Brook","","","",NA,"",""
"42.7046,-73.5848",42.7046,-73.5848,"","Rensselaer","Poesten Kill","","1301-0068","H-236",2020006,"C(T)",""
"42.7057,-73.5824",42.7057,-73.5824,"","Rensselaer","Quacken Kill","","1301-0256","H-236-13",2020006,"C(TS)",""
"42.7067,-78.8993",42.7067,-78.8993,"","Erie","Eighteenmile Creek","","0104-0030","Ont 158..E-13",4120103,"B(T)",""
"42.7083,-73.7239",42.7083,-73.7239,"KROMT","Albany","Minor Tribs to West of Hudson","","1301-0027","H-228a thru 237, WOH",2020006,"D",""
"42.7099,-76.034",42.7099,-76.034,"","","Labrador Creek","","","",NA,"",""
"42.7123,-76.0031",42.7123,-76.0031,"","","Morgan Hill Creek","","","",NA,"",""
"42.7136,-74.0465",42.7136,-74.0465,"BOZN3.5","Albany","Bozen Kill","","1311-0017","H-221- 4-270- 1",2020006,"C",""
"42.7136,-74.0467",42.7136,-74.0467,"","","Bozenkill","","","",NA,"",""
"42.7139,-74.0489",42.7139,-74.0489,NA,NA,"Bozen Kill",NA,NA,NA,NA,NA,NA
"42.714,-74.0454",42.714,-74.0454,"BOZN3.5","Albany","Bozen Kill","","1311-0017","H-221- 4-270- 1",2020006,"C","42.7143,-74.0296"
"42.715,-77.7121",42.715,-77.7121,"WCONI02","Livingston","Conesus Inlet","","0402-0077","Ont 117- 40-P67-10",4130003,"C",""
"42.7150,-75.3118",42.715,-75.3118,NA,NA,"Tallette Creek",NA,NA,NA,NA,NA,NA
"42.7219,-73.605",42.7219,-73.605,"POST07","Rensselaer","Poesten Kill","","1301-0068","H-236",2020006,"C(T)",""
"42.7227,-73.9924",42.7227,-73.9924,"BOZN1.4","Albany","Bozen Kill","","1311-0017","H-221- 4-270- 1",2020006,"C","42.7221,-73.9924"
"42.7236,-75.9705",42.7236,-75.9705,"","","Tioughnioga River - East Branch","","","",NA,"",""
"42.7268,-74.9185",42.7268,-74.9185,"","Otsego","Minor Tribs to Otsego Lake","","0601-0179","SR-P404-",2050101,"C",""
"42.733,-73.6312",42.733,-73.6312,"","Rensselaer","Poesten Kill","","1301-0068","H-236",2020006,"C(T)","42.7332,-73.6305"
"42.736,-75.0097",42.736,-75.0097,"","","Oak Creek","","","",NA,"",""
"42.7366,-73.7145",42.7366,-73.7145,"","","Dry River","","","",NA,"",""
"42.737,-78.4792",42.737,-78.4792,"","Erie","Buffalo Creek","","0103-0004","Ont 158..E- 1*",4120103,"A",""
"42.7387,-73.6248",42.7387,-73.6248,"","","Sweet Milk Creek","","","",NA,"",""
"42.7389,-73.7145",42.7389,-73.7145,"","Albany","Minor Tribs to West of Hudson","","1301-0027","H-228a thru 237, WOH",2020006,"C",""
